NDS;DESCRICAO DO SERVICO
493421;FAVOR GERAR NDS NO ALIMENTADOR  GERANIO NO PS  PARA EQUIPE DE CESTO AEREO EMENDAR CABO DE AT ROMPIDO NO PS 588788659, TRECHO FICOU ISOLADO ABERTO A CHAVE 8324005282, LOCAL DE FACIL ACESSO BEIRA DO ASFALTO, CABO ROMPEU BEM NO ESTRIBO.,  [PS=588788659  V4X4=SIM  CESTO=SIM  CHVAB=SIM  JUMPAB=NAO  LV=NAO  CONSDESLIG=SIM  RISCOACID=NAO  AVARIANAREDE=SIM  TODAREDEINSP=SIM  FONTESUB=NAO]  PS=588788659,EMENDAR CONDUTOR(ES=1  
493422;FAVOR GERAR NDS NO ALIMENTADOR  GERANIO NO PS  PARA EQUIPE DE CESTO AEREO EMENDAR CABO DE AT ROMPIDO NO PS 588788659, TRECHO FICOU ISOLADO ABERTO A CHAVE 8324005282, LOCAL DE FACIL ACESSO BEIRA DO ASFALTO, CABO ROMPEU BEM NO ESTRIBO.,  [PS=588788659 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=588788659,EMENDAR CONDUTOR(ES=1  
493423;VERIFICAR SEQUENCIA FASE , POSSIVELMENTE INVERTIDA NA CHAVE 8918053507 SENTIDO CH 6603 , CLIENTES DA CHAVE 6683 COM SEQUENCIA INVERTIDA
493425;REFAZER EMEDA NO CABO DA MT DO PS 9897990229 TRAZER 80 MTS DE CABO CAA 4 AWG REFAZER EMEDA NO CABO DA MT DO PS 9897990229 TRAZER 80 MTS DE CABO CAA 4 AWG PDA FAZER O SERVICO LIVRE ACESSO PARA CAMINHAO
493426;NECESARIO APRUMAR POSTE 618212216, ESTA INCLINADO SOBRE A VIA AREA URBANA,NO LOCAL TEM BT E MT. PODE SER PROGRAMADO NINGUEM DESLIGADO,  [PS=618212216  V4X4=NAO  CESTO=NAO  CHVAB=NAO  JUMPAB=NAO  LV=NAO  CONSDESLIG=NAO  RISCOACID=NAO  AVARIANAREDE=SIM  TODAREDEINSP=SIM  FONTESUB=NAO]  PS=618212216,APRUMAR POSTE=1  
493429;REFAZER JUNPER NO PE DA CHAVE 8628824718,  [PS=571862568 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=571862568,PODAR ARVORE=0 PS=571862568,APRUMAR POSTE=0 PS=571862568,REFAZER JUMPER=1 PS=571862568,TRANSFORMADO QUEIMADO=0 PS=571862568,EMENDAR CONDUTOR(ES=0  
493432;FAZER A EMENDA DO CABO DE ACO ROMPIDO NO PS 773388513 AO PS 1115595236 VAO SUPERIOR A 500 METROS CAIU UMA ARVORE EM CIMA SO UM CONSUMIDOR NA CHAVE 8324078007,  [PS=773388513 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=773388513,EMENDAR CONDUTOR(ES=01 PS=773388513,PODAR ARVORE=05 PS=773388513,TRANSFORMADOR AVARIADO=0 PS=773388513,APRUMAR POSTE=0  
493434;NECESARIO APRUMAR POSTE 618212216, ESTA INCLINADO SOBRE A VIA AREA URBANA,NO LOCAL TEM BT E MT. PODE SER PROGRAMADO NINGUEM DESLIGADO,  [PS=618212216 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=618212216,APRUMAR POSTE=1  
493438;FAZER EMENDA DAS TRES FAZES DA REDE PR TRIFAZICO E FAZER TENCIONAMENTO DOS CONDUTORES NO PS600429140,  [PS=600428835 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=SIM  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=600428835,EMENDAR CONDUTOR(ES=3 PS=600428835,PODAR ARVORE=00 PS=600428835,APRUMAR POSTE=00 PS=600428835,TRANSFORMADO QUEIMADO=00  
493442;FAVOR GERAR NDS PARA EMENDA DE CONDUTOR ENTRE OS PS 627093305 E PS 627093311 CHAVE 7452 FICOU ABERTA , CAMINHONETE CHEGA PERTO DO POSTE,  [PS=627093305 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=627093305,EMENDAR CONDUTOR(ES=1  
493444;PASSAR PRA MANUTENCAO TROCAR TR 52476 QUEIMADO NO PS 802353229 TRASER 1 TR DE 10 KVA NA 13.8 ACESSO BOM CHAVE 86743 FECHADA AS 10,30,  [PS=802353229 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=802353229,TRANSFORMADO QUEIMADO=1  
493446;REFAZER JUMPER DO TR L7054 TRAZER PEDACO DE CABO E GLV,  [PS=621440266 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=621440266,REFAZER JUMPER=1  
493449;CABOS DE AT ROMPIDOS -  PS 592703240
493453;PS 627249177 AVARIADO, TROCAR , RISCO DE QUEBRA
493456;REGULAR CHAVES SECCIONADORAS NAO ESTAO ALINHADAS, NAO FECHAM, PRINCIPALMENTE FASE C DA ENTRADA, MAS VERIFICAR AS DEMAIS. COM LV SEM GLV.,  [PS=772571509 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=772571509,SUBSTITUIR CHAVE UNIPOLAR=1  
493459;REFAZER CRUZAMENTO AEREO COM LINHA VIVA  [PS=781485459 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=SIM  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=781485459,REFAZER CRUZAMENTO AEREO=1  
493461;GERADO NDS PARA TROCAR TR N0557 75KW LOCAL DE FACIAL ACESSO TR ATENDE AVIARIO TRAZER 25MT DE RAMAL QUADRUPLEX35MM,  [PS=943639906 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=943639906,TRANSFORMADO QUEIMADO=1  [PS=943639906,1-TRANF. TRIF. 13.2 KV    75 KVA  PS=943639906,25-QUADRUPLEX AL 35 MM2  ]
493463;CORTAR UMA 4 ARVORES E FAZER EMENDA CO CABO 3,09 ROUPIDO DA UNS 350 METROS DE DISTANCIA DO PS 773676383 AO PS 796113090 CHAVE 10518 FI OU ABERTA  LOCAL DE BO  ACESSO,  [PS=796113090 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=796113090,CORTAR ARVORE COM MOTOSSERRA=04 PS=796113090,REFAZER ENGASTAMENTO DO POSTE=01 PS=796113090,EMENDAR CONDUTOR(ES=01 PS=796113090,TRANSFORMADOR AVARIADO=01  [PS=796113090,1-FIO ACO ZINCADO 3.09 MM  ]
493465;REDE BT RSI ROMPIDA NAS EMENDA LUVAS CORREO DOIS VAO NO CHAO FOI FEITO UM PROVISORIO PARA O CLIENTE FICAR COM LUZ , REDE FEITA RECENTEMENTE PROVAVELMENTE ESTA NA GARANTIA,  [PS=950282306 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=950282306,EMENDAR CONDUTOR(ES=3  
493467;GERAR NDS PASSAR MANUTENCAO IMENDA DE CABO 3.09 NO PS 788967712 FICOU ABERTO GLV ,FICOU FECHADA 12567 AS 10:35 APENAS ESSA DERIVACAO FORA,  [PS=788967712 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=788967712,EMENDAR CONDUTOR(ES=1  
493469;FAVOR GERAR NDS PARA EQUIPE LINHA VIVA REFAZER JUMPER NO AL EXPRESSO APARECIDA NO PS 940904514, TRECHO ISOLADO PELA CH 7379 E A CH 8297, LOCAL LIVRE ACESSO PARA CAMINHAO,  [PS=940904514 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=940904514,REFAZER JUMPER=1  
493473;DESCARGA ATMOFERICA 4 PARARAIOS ATUADOS NA RDE NO TR R2946 2 PARARAIOS DA 34 NO TR F6900 E R0027 1 PARARAIO EM CADA TR MESMA FASE, PODE SER GERADO SERVICO PRA AGENCIA DE MEDIANEIRA, CLI LIGADOS,  [PS=790590252 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=790590252,SUBSTITUIR PARARRAIO(S=4 PS=790590252,APRUMAR POSTE=0 PS=790590252,PODAR ARVORE=0 PS=790590252,EMENDAR CONDUTOR(ES=0 PS=790590252,TRANSFORMADO QUEIMADO=0  [PS=790590252,4-DESCARREGADOR 27 KV  ]
493477;TR QUEIMADO, FEITO TESTES A VAZIO O MESMO NAO ACEITOU,  [PS=551238942 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=551238942,TRANSFORMADO QUEIMADO=1  [PS=551238942,1-TRANSF. TRIF. 33   KV     75KVA  ]
493480;FAVOR GERAR MDS PASSAR PARA MANUTENCAO EMENDAR CONDUTOR DE ACO 3.09 MM ROMPIDO E PODAR GALHOS DE PINHEIRO ENTRE O PS DA LA 8321611757 E O PS 887356465. CORTAR CIPOEIRA E REFAZER AMARRACAO JUMPER U4 NO PS 790928207,  [PS=790892734 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=790892734,EMENDAR CONDUTOR(ES=1 PS=790892734,REFAZER CONEXAO NA REDE=1  
493482;EMENDAR CONDUTOR DE AT CABO 3.09 ENTRE OS PS 774957497 E 774957491, FICOU GLV ABERTO NO PS 774957497 E CR 6429 FICOU FECHADA, TERA QUE ABRIR A CR E FAZER ROCADA PARA EXECUTAR A EMENDA,  [PS=774957497 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=774957497,EMENDAR CONDUTOR(ES=1  
493484;FAVOR GERAR NDS PRA EMENDA DE CONDUTORES DO PS 593018505 AO 593018428 SENDO 5 VAOS PRA AGEITAR LEVAR VARIAS EMENDAS DE CABO 35 COBERTO, FACIL ACESSO FICOU ABERTO SU 19311 E RA 59155
493487;CABO DE AT ROMPIDO NO PS 951488434, AO LADO DA CHAVE 59007, ABERTA, RA 9602 CHAVE DE SAIDA ABERTA, 27 CONSUMIDORES DESLIGADOS, CABO 4CAA,  [PS=951488434 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=951488434,EMENDAR CONDUTOR(ES=1  
493489;POSTE D 150 QUEBRADO A CABECA EM DOIS LUGARES SUBSTITUIR,  [PS=615061545 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=615061545,POSTE AVARIADO/ABALROADO (SUBSTITUIR=01 PS=615061545,PODAR ARVORE=1 PS=615061545,RETENSIONAR CONDUTOR=0 PS=615061545,TRANSFORMADOR AVARIADO=1  [PS=615061545,1-POSTE DUPLO T D/150/10.5 M  ]
493498;EMENDAR CABO 3,2X25 ROMPIDO NO PS 945996426, E O PS 94599619,  [PS=945996416 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=945996416,EMENDAR CONDUTOR(ES=2  [PS=945996416,10-CABO  ACO 3.2.25 - 4,87 MM 3 FIOS  ]
493500;PS=773642422,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1 
493504;GERADO NDS PARA TROCA DE TRANFORMADOR OLHAL 34KV 10KVA, REALIZADO TESTE COM CARGA E A VAZIO NO MESMO E NAO FUNCIONOU, TR A1448 NAO SAI ENERGIA NAS BUCHAS DE BT. TRAZER CHAVE FUSIVEL PARA PADRONIZAR A INSTALACAO., PS 773242432
493509;GERAR NDS PARA AGENCIA VEICULO COM CESTO 4X4 CORTAR ARVORE DE GRANDE PORTE DE CIMA PARA BAIXO ARVORE CAIU SOBRE A REDE BT NAO ROUPEU CABO CONSUMIDOR LIGADO FACIL ACEXSO PELO PORTAO DO SRMINARIO,  [PS=780703927 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=NAO  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=780703927,CORTAR ARVORE COM MOTOSSERRA=1 PS=780703927,APRUMAR POSTE=1 PS=780703927,REPARAR CONDUTOR (TENTOS ROMPENDO=1 PS=780703927,TRANSFORMADOR AVARIADO=1  [PS=780703927,1-CABO  AL NU 2/0 AWG  ]
493511;GERAR NDS PARA FAZER EMENDA DE CONDUTOR MT 34.8 AL CORBELIA ENTRE OS PS 943314633 E O PS 943314630 TRAZER 2 LUVAS 4.0 CAA E POR GARANTIA TRAZER 5 METROS DE CABOS 4.0 CAA , NECESSARIO SUBIR EM 4 POSTES SOLTAR AMARRACAO PARA CORRER O CABO E TIRAR BAMBA , APRUMAR OS PS 943314630 E O PS 943314627 REFAZER CONEXAO DE XLPE CABECA DA CHAVE 94582 DERIVACAO MONO,   V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=943314633,EMENDAR CONDUTOR(ES=1 PS=943314633,APRUMAR POSTE=2 PS=943314618,SUBSTITUIR/INSTALAR ESTRIBO=1  [PS=943314633,5-CABO NU 4/0 CAA - COM ALMA  ]
493513;FAVOR GERAR NDS PARA EMENDA DE CONDUTOR NO PS 805934820,REPOSICIONAR CABO NO PS 805934824 E TROCAR A TRIP SAVER  06556 POR UMA CF,FICOU ABERTA,SINALIZADA E DESCONECTADO GLV DA TRIP SAVER 06556 LOCAL DE BOM ACESSO.,  [PS=805934820 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=805934820,EMENDAR CONDUTOR(ES=1  
493516;REALIZAR MANUTENSAO NA CHAVE 8177683180 FASE C E MESMA NAO ESTA FECHANDO,
493520;TRAFO 89180T0918 QUEIMADO NECESSARIO SUBST 300M DE CABO 185
493526;FAVOR GERAR NDS PARA MANUTENCAO FAZER ROCADA ENTRE O PS POSTE 938798161 E POSTE 938798158, ABERTA LA 9691, CHAVE 02423 ESTA FECHADA, CR 02531 FICOU ABERTA, CRUZETA QUEBRADA NO PS POSTE 938798310, DIFICIL ACESSO AO LOCAL, PELA ROCA, ESTA COLHIDA.,   PS=938798161  V4X4=SIM  CESTO=NAO  CHVAB=SIM  JUMPAB=NAO  LV=NAO  CONSDESLIG=SIM  RISCOACID=NAO  AVARIANAREDE=SIM  TODAREDEINSP=SIM  FONTESUB=NAO]  PS=938798161,FAZER ROCADA=50 
493529;EMENDA CONDUTOR DE BT NO PS 622 224 391, ROMPEU NO CRUZAMENTO AEREO, NECESSARIO CESTO AEREOLIVRE ACESSOTR L1959 ABERTO,  [PS=622224391 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=622224391,EMENDAR CONDUTOR(ES=1  
493532;NECESSARIO GERAR NDS PARA FAZER EMENDA DE CABO ROMPIDO PARANA TRIFASICO 70MM ISOLADO,  [PS=607743004 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=607743004,EMENDAR CONDUTOR(ES=1  
493534;GERAR NDS PARA MANUTENCAO REALIZAR DOIS SERVICOS APRUMAR PS 1104809373 ESTA CAINDO SOBRE A ESTRADA FICOU DESLIGADO TRECHO PARA ISOLAR NA CHAVE 26151 E A 25430 TRECHK FICOU DESLIGADO
493536;GERAR NDS PARA MUNUTENCAO EM3NDAR CABOS NO TRECHO DA CHAVE 1196 VAO DE MAIS DE 600 METROS ROMPIDO CHAVE FICOU FECHADA ABERTO GLV NO PS 774959600 CABO ESTA ROMPIDO DO PS 774959579 AO PS 789802088 FAZER ROCADA DE 40 METROS
493538;SUBSTITUIR TR E 1 CHAVE FUSIVEL. TAMBEM TRAZER 35M DE RAMAL TRIPLEX 25MM,  [PS=893707526 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=893707526,TRANSFORMADOR AVARIADO=1 PS=893707526,APRUMAR POSTE=0 PS=893707526,PODAR ARVORE=0 PS=893707526,EMENDAR CONDUTOR(ES=0  
493540;GERAR NDS SUBSTITUIR CRUZETA NO PS 1103998539 E PS 1103998566 SUBSTITUIR UM PARARAIO E CABOS FORA ISOLADOR, FICOU SU 25998 ABERTA, SU 26241 ABERTA E SU 24782 ABERTA, NA BEIRA DA ESTRADA, PARANA TRIFASSICO LIVRE ACESSO, EUCALIPTO CAIU SOBRE A REDE JA FOI RETIRADO,  [PS=110399853 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=1103998539,SUBSTITUIR CRUZETA(S=2 PS=1103998539,SUBSTITUIR PARARRAIO(S=1 PS=1103998539,RETENSIONAR CONDUTOR=2  [PS=1103998539,2-CRUZETA POSTE CONCRETO L=2000MM  PS=1103998539,1-PARA-RAIOS 27KV10KA  ]
493542;GERADA NDS PARA EXECUTAR EMENDA DE CONDUTOR ENTRE OS PS (951340082 E 951340085 CF 18691FICOU ABERTA TRAZER 8 METROS DE CABO 4 AWG, VAI SER PRECISO FAZER ROCADA PARA EMENDA DE CABO, FICOU DOIS CONSUMIDOR SEM ENERGIA FOTOS NO GRUPO DA NDS AGFBL. FACIL ACESSO,  [PS=951340085 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=951340085,EMENDAR CONDUTOR(ES=1 PS=951340085,FAZER ROCADA=1  [PS=951340085,8-CABO  AL NU CAA  4 AWG - COM ALMA  ]
493544;FAVOR GERAR NDS PARA EMENDAS DE CABOS NO TR A9015 A CHAVE A 2055 FICOU ABERTA , VAO LONGO ACESSO LAVOURA JA TA COLHIDO
493550;REFAZER JUMPER NA CHAVE 12599- NDS PARA ACERTO DO AUX DA EQUIPE DA REDE ALTA   
493554;JUMPER ROMPIDO PARA LINHA VIVA CHAVE FICOU ABERTA, FOTOS CA 198 VAI ENCAMINHAR NO GRUPO NDS
493556;GERAR NDS PARA SUBISTITUIR PS 625262948 NECESSARIO TRAZER UM POSTE DE FIBRA LOCAL DE DIFICIL ACESSO NAO CHEGA CAMINHAO CRUZETAS NAO APARENTAR TER QUEBRADA TRAZER ISOLADORES DA 13.8 POR PRECAUCAO....VAI SER NECESSARIO FAZER EMENDA DE CABO 3.2.25 DO PS QUEBRADO ATE PS 793800405 .. SE POSSIVEL DUAS EQUIPE SERA NECESSARIO 3 VAO PARA RETENCIONAR NO MESMO PS.. CHAVE 82308 FICOU ABERTA...,  [PS=625262948 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=625262948,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  
493558;EMENDAR VAO LONGO DE CABO 4CAA ENTRE OS VAOS DOS PS 785090788 E 785090904 NA TS 7124 QUE FICOU ABERTA O ACESSO A PE MEIO LAVOURA PELO TR E0302,  [PS=785090788 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=785090788,EMENDAR CONDUTOR(ES=1  
493559;GERAR NDS PARA FAZER EMENDA DE CONDUTOR ENTRE OS PS 560859709 AO PS 560859640 BOM ACESSO TERA QUE FAZER PODAS
493563;GERADO NDS PARA RETENCIONAMENTO DE CABOS DO PS:603904488 ATE O PS:877150604. NECESSARIO URGENCIA POS CABO ESTA PASSANDO SOBRE A ESTRADA E ESTA IMPEDINDO A PASSAGEM DE CAMINHOES,  [PS=603904487 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=603904487,RETENSIONAR CONDUTOR=5  
493565;TROCAR TR 8628841888 QUEIMADO, FEITO TESTE A VAZIO, TROCADA CHAVE TAMBEM E NAO ACEITOU. REDE NOVA BOM ACESSO.,  [PS=879053360 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=879053360,TRANSFORMADO QUEIMADO=1  [PS=879053360,1-TRANSF. MONO. 33 KV     25 KVA  ]
493567;GERADO NDS PARA SUBSTITUIR POSTE QUEBRA ARVORE CAIU ENCIMA CHAVE 10102 FOCOU FECHADA NO LOCAL JAMPER 815555017 FICOU ABERTO NO LOCALPOSTE QUEBRADO PS 581715274,  [PS=771515206 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=581715274,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  [PS=581715274,1-POSTE DUPLO T B/300/10.5M  ]
493570;CESTO AEREO RECONECTAR GLZ QUE ESCAPOU DO ESTRIBO,SS SERA EXECUTADA PELA AGENCIA.,  [PS=612853631 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=612853631,SUBSTITUIR GLV (S=1  
493572;PROGRAMAR PARA SUBSTITUIR POSTE DA REDE.,  [PS=619760015 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=619760015,POSTE AVARIADO/ABALROADO (SUBSTITUIR=01 PS=619760015,PODAR ARVORE=01 PS=619760015,EMENDAR CONDUTOR(ES=01 PS=619760015,TRANSFORMADOR AVARIADO=01  [PS=619760015,1-POSTE CIRCULAR C16/400/  11M  ]
493579;PASSAR NDS PARA CESTO EMENDAR CABO 2 CA, PODAR ARVORE NO LOCAL  ACESSO BOM RUA TR E0590 FICOU ABERTO TRAZER 10 METROS DE CABO 2CA QUE FOI CORTADO,  [PS=620619803 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=620619803,EMENDAR CONDUTOR(ES=1  [PS=620619803,10-CABO AL NU 2 AWG  ]
493581;E REDE NOVA NA TE OS PS DEFEITO EXTA ENTR CHAVE 89847 E CHAVE50443, TROCAR N4 POSTE B600, VARIOS PONTOS COM CABOS PR3F 35MM ROMPIDO E PARA RAIOS QUEBADOS NDS COMPLEMENTAR DA 492779 - POSTE QUEBRADO.
493582;TROCAR POSTE E EMENDAR CONDUTOR DE AT NO PS 784617221 ATE O PS 784617213, POSTE SER TROCADO NO PS  784617221 CHAVE TRIPER8321612216 ABERTA,  [PS=784617221 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=784617221,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1 PS=784617221,EMENDAR CONDUTOR(ES=1  [PS=784617221,1-POSTE DUPLO T B/300/12,0M  PS=784617221,50-FIO  AL AMARRACAO 4 AWG  ]
493583;EMENDAR CABO 3,09 PS 622329283 ..4 VAOS PARA TRAZ ARREBENTADOS,  [PS=622329283 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=622329283,EMENDAR CONDUTOR(ES=1  [PS=622329283,1-FIO ACO ZINCADO 3.09 MM  ]
